Engine Load(%),Engine RPM(rpm),Vehicle speed(km/h),O2 B1S1 sensor voltage(V),O2 B1S2 sensor voltage(V),beahavior
2.745098,1901,38.0,0.0,0.025,unsafe
2.745098,1671,35.0,0.0,0.005,unsafe
2.745098,1634,33.0,0.0,0.0,unsafe
3.9215686,1531,31.0,0.03,0.035,unsafe
3.9215686,1429,31.0,0.05,0.06,unsafe
12.941175999999999,2054,30.0,0.72,0.1,unsafe
14.901960999999998,2110,33.0,0.805,0.115,unsafe
12.941175999999999,2189,35.0,0.26,0.125,unsafe
11.764706,2282,35.0,0.725,0.135,unsafe
20.0,2328,36.0,0.105,0.14,unsafe
18.823529,2457,38.0,0.155,0.145,unsafe
13.725489999999999,2539,40.0,0.26,0.15,unsafe
4.7058824,2212,41.0,0.83,0.155,unsafe
20.784314000000002,2047,43.0,0.61,0.155,unsafe
5.8823529,2094,43.0,0.035,0.155,unsafe
2.745098,2043,42.0,0.01,0.105,unsafe
1.9607843,1993,41.0,0.005,0.005,unsafe
1.9607843,1943,40.0,0.0,0.0,unsafe
2.745098,1819,37.0,0.0,0.0,unsafe
2.745098,1618,33.0,0.0,0.0,unsafe
3.9215686,1152,26.0,0.04,0.04,unsafe
4.7058824,1050,17.0,0.36,0.065,unsafe
3.9215686,1224,12.0,0.655,0.085,unsafe
7.8431372999999995,1138,13.0,0.67,0.11,unsafe
18.823529,1692,18.0,0.705,0.13,unsafe
27.843137,2303,25.0,0.22,0.14,unsafe
8.627450999999999,2298,28.0,0.84,0.145,unsafe
24.705882,1979,31.0,0.835,0.15,unsafe
27.843137,2242,35.0,0.11,0.155,unsafe
29.803921999999996,2438,39.0,0.33,0.155,unsafe
16.862745,1976,41.0,0.13,0.165,unsafe
26.666666999999997,2179,44.0,0.755,0.17,unsafe
24.705882,2344,48.0,0.755,0.17,unsafe
8.627450999999999,2389,49.0,0.02,0.17,unsafe
1.9607843,2368,49.0,0.0,0.05,unsafe
1.9607843,2329,48.0,0.0,0.005,unsafe
1.9607843,2302,48.0,0.0,0.0,unsafe
1.9607843,2201,45.0,0.0,0.0,unsafe
2.745098,2034,42.0,0.0,0.0,unsafe
2.745098,1877,38.0,0.0,0.0,unsafe
2.745098,1689,34.0,0.0,0.0,unsafe
2.745098,1537,31.0,0.01,0.005,unsafe
2.745098,1093,28.0,0.04,0.045,unsafe
3.9215686,1010,27.0,0.54,0.07,unsafe
3.9215686,1664,25.0,0.625,0.09,unsafe
2.745098,1635,25.0,0.03,0.1,unsafe
3.9215686,1616,25.0,0.755,0.105,unsafe
2.745098,1585,24.0,0.78,0.11,unsafe
2.745098,1403,24.0,0.75,0.11,unsafe
3.9215686,1382,24.0,0.715,0.115,unsafe
7.8431372999999995,2212,24.0,0.35,0.12,unsafe
12.941175999999999,2384,25.0,0.715,0.125,unsafe
23.921569,2631,28.0,0.29,0.135,unsafe
7.8431372999999995,2318,30.0,0.805,0.14,unsafe
20.0,1991,32.0,0.075,0.145,unsafe
22.745098000000002,2239,34.0,0.795,0.145,unsafe
2.745098,2224,34.0,0.015,0.145,unsafe
1.9607843,2202,34.0,0.505,0.09,unsafe
6.6666667,2173,34.0,0.0,0.06,unsafe
1.9607843,2118,33.0,0.0,0.005,unsafe
2.745098,2043,32.0,0.005,0.025,unsafe
11.764706,2076,33.0,0.26,0.075,unsafe
7.8431372999999995,2157,34.0,0.735,0.1,unsafe
5.8823529,2174,34.0,0.015,0.11,unsafe
2.745098,2088,32.0,0.0,0.045,unsafe
2.745098,2014,31.0,0.0,0.0,unsafe
2.745098,1825,28.0,0.0,0.0,unsafe
4.7058824,1217,19.0,0.315,0.045,unsafe
3.9215686,1070,8.0,0.385,0.07,unsafe
3.9215686,990,5.0,0.73,0.085,unsafe
7.8431372999999995,1060,6.0,0.71,0.1,unsafe
3.9215686,822,5.0,0.07,0.11,unsafe
2.745098,845,4.0,0.815,0.11,unsafe
7.8431372999999995,1040,6.0,0.545,0.12,unsafe
13.725489999999999,1762,10.0,0.115,0.13,unsafe
17.647059,2354,13.0,0.05,0.135,unsafe
10.980392,1312,15.0,0.805,0.135,unsafe
14.901960999999998,1585,16.0,0.075,0.14,unsafe
4.7058824,1761,16.0,0.075,0.14,unsafe
4.7058824,1331,13.0,0.82,0.14,unsafe
2.745098,1010,9.0,0.355,0.14,unsafe
2.745098,914,8.0,0.26,0.14,unsafe
2.745098,882,6.0,0.715,0.14,unsafe
2.745098,867,2.0,0.105,0.145,unsafe
