Engine Load(%),Engine RPM(rpm),Vehicle speed(km/h),O2 B1S1 sensor voltage(V),O2 B1S2 sensor voltage(V),beahavior
4.7058824,981,14,0.15,0.735,safe
9.8039216,1224,12,0.395,0.61,safe
14.901960999999998,1457,15,0.59,0.215,safe
16.862745,1749,19,0.675,0.66,safe
18.823529,2019,21,0.81,0.73,safe
16.862745,1982,23,0.06,0.54,safe
13.725489999999999,1492,23,0.13,0.73,safe
17.647059,1621,25,0.825,0.74,safe
20.0,1768,28,0.625,0.735,safe
12.941175999999999,1835,29,0.845,0.73,safe
10.980392,1780,29,0.09,0.535,safe
13.725489999999999,1837,28,0.185,0.12,safe
13.725489999999999,1866,29,0.635,0.395,safe
16.862745,1947,31,0.82,0.59,safe
16.862745,2010,31,0.345,0.665,safe
10.980392,2009,31,0.215,0.685,safe
8.627450999999999,1976,30,0.83,0.705,safe
5.8823529,1925,30,0.31,0.71,safe
8.627450999999999,1832,29,0.325,0.72,safe
6.6666667,1802,28,0.075,0.725,safe
4.7058824,1720,26,0.84,0.725,safe
6.6666667,1603,25,0.145,0.725,safe
6.6666667,1345,21,0.32,0.725,safe
4.7058824,1118,17,0.82,0.72,safe
4.7058824,966,14,0.73,0.72,safe
4.7058824,980,12,0.455,0.715,safe
5.8823529,982,8,0.12,0.715,safe
5.8823529,986,3,0.1,0.715,safe
5.8823529,1002,1,0.43,0.715,safe
6.6666667,939,2,0.6,0.47,safe
10.980392,1412,7,0.04,0.155,safe
14.901960999999998,2152,12,0.775,0.55,safe
3.9215686,1502,13,0.825,0.18,safe
9.8039216,1316,14,0.045,0.075,safe
14.901960999999998,1612,17,0.735,0.155,safe
15.686275,1908,20,0.765,0.32,safe
18.823529,2178,23,0.275,0.595,safe
17.647059,2285,25,0.06,0.47,safe
8.627450999999999,1362,24,0.25,0.67,safe
14.901960999999998,1615,26,0.065,0.095,safe
15.686275,1752,27,0.49,0.21,safe
16.862745,1872,29,0.805,0.495,safe
16.862745,1990,31,0.58,0.62,safe
14.901960999999998,2050,32,0.795,0.645,safe
9.8039216,2011,32,0.09,0.67,safe
13.725489999999999,1976,31,0.28,0.68,safe
16.862745,2044,31,0.8,0.71,safe
18.823529,2126,34,0.11,0.715,safe
20.0,2230,34,0.095,0.715,safe
18.823529,2313,36,0.355,0.715,safe
18.823529,2373,37,0.855,0.71,safe
2.745098,1300,37,0.91,0.74,safe
10.980392,1739,36,0.045,0.47,safe
10.980392,1752,36,0.7,0.31,safe
6.6666667,1695,34,0.87,0.67,safe
7.8431372999999995,1658,34,0.075,0.71,safe
8.627450999999999,1664,35,0.45,0.715,safe
11.764706,1708,35,0.78,0.69,safe
16.862745,1737,36,0.11,0.71,safe
15.686275,1803,37,0.25,0.705,safe
14.901960999999998,1859,38,0.79,0.71,safe
15.686275,1889,39,0.775,0.71,safe
12.941175999999999,1922,40,0.485,0.7,safe
9.8039216,1922,40,0.485,0.71,safe
7.8431372999999995,1923,39,0.87,0.72,safe
7.8431372999999995,1867,39,0.08,0.72,safe
7.8431372999999995,1844,38,0.85,0.72,safe
9.8039216,1822,38,0.095,0.705,safe
10.980392,1820,37,0.655,0.705,safe
11.764706,1849,38,0.8,0.715,safe
11.764706,1851,38,0.12,0.71,safe
11.764706,1833,38,0.235,0.705,safe
10.980392,1864,38,0.83,0.725,safe
9.8039216,1863,39,0.13,0.71,safe
8.627450999999999,1875,39,0.18,0.71,safe
8.627450999999999,1891,39,0.83,0.715,safe
7.8431372999999995,1890,39,0.09,0.72,safe
7.8431372999999995,1874,39,0.62,0.71,safe
7.8431372999999995,1860,38,0.86,0.72,safe
9.8039216,1866,38,0.08,0.705,safe
10.980392,1877,39,0.765,0.705,safe
11.764706,1877,39,0.72,0.7,safe
11.764706,1875,39,0.095,0.7,safe
11.764706,1884,39,0.36,0.705,safe
11.764706,1900,39,0.81,0.71,safe
11.764706,1904,39,0.705,0.715,safe
11.764706,1892,39,0.155,0.705,safe
11.764706,1873,39,0.745,0.705,safe
11.764706,1886,39,0.815,0.71,safe
10.980392,1883,39,0.115,0.7,safe
11.764706,1881,39,0.095,0.695,safe
10.980392,1877,39,0.62,0.705,safe
10.980392,1876,39,0.845,0.71,safe
11.764706,1883,39,0.5,0.71,safe
11.764706,1891,39,0.145,0.7,safe
11.764706,1884,39,0.8,0.715,safe
11.764706,1884,39,0.67,0.71,safe
11.764706,1896,39,0.195,0.71,safe
11.764706,1898,39,0.635,0.71,safe
11.764706,1890,39,0.83,0.715,safe
11.764706,1904,39,0.655,0.715,safe
11.764706,1896,39,0.2,0.71,safe
11.764706,1885,39,0.785,0.72,safe
11.764706,1895,39,0.105,0.705,safe
10.980392,1931,40,0.815,0.72,safe
9.8039216,1943,40,0.09,0.71,safe
8.627450999999999,1955,40,0.8,0.715,safe
8.627450999999999,1978,41,0.54,0.72,safe
4.7058824,1945,40,0.88,0.75,safe
5.8823529,1919,39,0.75,0.735,safe
7.8431372999999995,1915,39,0.08,0.725,safe
8.627450999999999,1900,39,0.36,0.725,safe
8.627450999999999,1897,39,0.83,0.74,safe
9.8039216,1901,39,0.13,0.725,safe
8.627450999999999,1897,39,0.7,0.74,safe
3.9215686,1853,38,0.9,0.765,safe
3.9215686,1716,36,0.87,0.77,safe
5.8823529,1602,33,0.075,0.745,safe
5.8823529,1495,31,0.09,0.745,safe
4.7058824,1092,29,0.855,0.735,safe
6.6666667,1821,27,0.135,0.745,safe
9.8039216,1734,28,0.235,0.755,safe
8.627450999999999,1781,27,0.81,0.76,safe
9.8039216,1762,27,0.09,0.755,safe
11.764706,1814,28,0.125,0.75,safe
11.764706,1833,29,0.195,0.75,safe
11.764706,1910,29,0.775,0.75,safe
12.941175999999999,1951,30,0.785,0.75,safe
12.941175999999999,1973,31,0.11,0.745,safe
12.941175999999999,2011,32,0.73,0.745,safe
12.941175999999999,2054,33,0.83,0.755,safe
3.9215686,2043,32,0.91,0.79,safe
7.8431372999999995,1954,31,0.11,0.755,safe
9.8039216,1942,30,0.77,0.76,safe
9.8039216,1909,30,0.065,0.775,safe
3.9215686,1808,29,0.915,0.795,safe
6.6666667,1746,28,0.605,0.785,safe
5.8823529,1710,26,0.395,0.785,safe
9.8039216,1702,27,0.83,0.795,safe
9.8039216,1718,26,0.625,0.79,safe
10.980392,1740,28,0.105,0.79,safe
12.941175999999999,1800,28,0.815,0.79,safe
13.725489999999999,1875,30,0.785,0.79,safe
14.901960999999998,1929,30,0.12,0.78,safe
14.901960999999998,1999,31,0.25,0.78,safe
14.901960999999998,2066,32,0.74,0.78,safe
15.686275,2105,33,0.82,0.78,safe
16.862745,2152,34,0.64,0.78,safe
16.862745,2232,35,0.27,0.775,safe
20.0,2335,36,0.13,0.775,safe
15.686275,2383,38,0.865,0.775,safe
2.745098,1644,37,0.82,0.795,safe
9.8039216,1815,37,0.14,0.785,safe
9.8039216,1833,37,0.61,0.785,safe
9.8039216,1843,38,0.415,0.78,safe
10.980392,1869,38,0.775,0.785,safe
10.980392,1887,39,0.835,0.785,safe
13.725489999999999,1924,40,0.085,0.785,safe
11.764706,1932,40,0.845,0.78,safe
9.8039216,1927,40,0.155,0.78,safe
9.8039216,1915,39,0.24,0.78,safe
10.980392,1909,39,0.815,0.785,safe
10.980392,1901,39,0.73,0.78,safe
10.980392,1906,39,0.145,0.78,safe
11.764706,1927,39,0.42,0.78,safe
11.764706,1912,40,0.825,0.78,safe
11.764706,1922,40,0.705,0.78,safe
10.980392,1932,40,0.145,0.775,safe
11.764706,1919,40,0.705,0.775,safe
7.8431372999999995,1909,39,0.465,0.775,safe
9.8039216,1909,39,0.76,0.775,safe
10.980392,1921,40,0.81,0.775,safe
6.6666667,1915,39,0.8,0.775,safe
3.9215686,1825,38,0.9,0.785,safe
4.7058824,1772,36,0.85,0.785,safe
6.6666667,1728,36,0.11,0.78,safe
3.9215686,1715,35,0.09,0.775,safe
5.8823529,1665,34,0.765,0.775,safe
6.6666667,1662,34,0.08,0.775,safe
5.8823529,1690,35,0.815,0.775,safe
6.6666667,1672,34,0.125,0.775,safe
6.6666667,1660,34,0.81,0.775,safe
6.6666667,1655,34,0.12,0.775,safe
5.8823529,1623,33,0.89,0.79,safe
7.8431372999999995,1629,34,0.66,0.785,safe
7.8431372999999995,1600,33,0.75,0.785,safe
8.627450999999999,1592,32,0.635,0.78,safe
9.8039216,1580,32,0.18,0.78,safe
9.8039216,1585,33,0.81,0.78,safe
8.627450999999999,1610,32,0.135,0.78,safe
8.627450999999999,1573,32,0.795,0.785,safe
7.8431372999999995,1586,32,0.27,0.78,safe
7.8431372999999995,1550,32,0.645,0.78,safe
8.627450999999999,1551,32,0.745,0.785,safe
7.8431372999999995,1536,32,0.13,0.78,safe
7.8431372999999995,1542,31,0.78,0.785,safe
7.8431372999999995,1530,31,0.475,0.785,safe
7.8431372999999995,1523,31,0.385,0.785,safe
6.6666667,1476,30,0.835,0.785,safe
5.8823529,1398,29,0.115,0.785,safe
4.7058824,1071,25,0.84,0.78,safe
4.7058824,1118,24,0.18,0.78,safe
6.6666667,1494,23,0.82,0.79,safe
7.8431372999999995,1430,22,0.42,0.795,safe
11.764706,1472,23,0.075,0.79,safe
11.764706,1564,25,0.795,0.79,safe
11.764706,1616,25,0.165,0.785,safe
9.8039216,1647,26,0.825,0.79,safe
8.627450999999999,1635,25,0.195,0.79,safe
10.980392,1672,26,0.81,0.785,safe
10.980392,1698,26,0.825,0.785,safe
10.980392,1721,26,0.455,0.785,safe
11.764706,1728,27,0.225,0.785,safe
11.764706,1796,28,0.79,0.785,safe
10.980392,1798,28,0.31,0.785,safe
11.764706,1850,28,0.135,0.785,safe
12.941175999999999,1859,29,0.19,0.785,safe
13.725489999999999,1898,30,0.745,0.785,safe
15.686275,1965,30,0.825,0.79,safe
15.686275,2039,32,0.44,0.79,safe
16.862745,2106,32,0.14,0.785,safe
14.901960999999998,2183,35,0.76,0.785,safe
14.901960999999998,2270,36,0.815,0.785,safe
13.725489999999999,2356,37,0.09,0.785,safe
15.686275,2431,38,0.63,0.78,safe
3.9215686,2176,38,0.425,0.78,safe
10.980392,1860,38,0.16,0.785,safe
11.764706,1892,39,0.84,0.79,safe
12.941175999999999,1933,40,0.71,0.78,safe
9.8039216,1949,40,0.095,0.775,safe
8.627450999999999,1929,40,0.78,0.775,safe
8.627450999999999,1911,39,0.535,0.78,safe
8.627450999999999,1900,39,0.135,0.775,safe
8.627450999999999,1886,39,0.79,0.78,safe
9.8039216,1877,39,0.195,0.78,safe
10.980392,1868,38,0.145,0.78,safe
10.980392,1864,38,0.77,0.775,safe
10.980392,1881,39,0.81,0.78,safe
10.980392,1877,39,0.12,0.775,safe
11.764706,1887,39,0.74,0.78,safe
11.764706,1898,39,0.84,0.785,safe
11.764706,1914,40,0.115,0.78,safe
11.764706,1909,39,0.345,0.775,safe
10.980392,1911,39,0.78,0.78,safe
10.980392,1906,39,0.815,0.775,safe
10.980392,1900,39,0.665,0.775,safe
10.980392,1906,39,0.15,0.775,safe
9.8039216,1881,39,0.205,0.77,safe
2.745098,1821,38,0.885,0.79,safe
2.745098,1757,36,0.89,0.81,safe
2.745098,1641,33,0.885,0.825,safe
2.745098,1511,30,0.555,0.83,safe
2.745098,1344,27,0.06,0.82,safe
2.745098,970,24,0.06,0.82,safe
3.9215686,1332,22,0.075,0.82,safe
5.8823529,1283,20,0.84,0.835,safe
12.941175999999999,1421,22,0.575,0.83,safe
12.941175999999999,1532,24,0.16,0.82,safe
12.941175999999999,1637,25,0.785,0.815,safe
13.725489999999999,1740,28,0.825,0.815,safe
13.725489999999999,1829,29,0.205,0.815,safe
14.901960999999998,1927,30,0.285,0.81,safe
14.901960999999998,2011,32,0.815,0.81,safe
14.901960999999998,2081,33,0.775,0.81,safe
13.725489999999999,2152,33,0.17,0.805,safe
12.941175999999999,2178,35,0.375,0.805,safe
3.9215686,1642,35,0.94,0.825,safe
10.980392,1644,33,0.1,0.82,safe
10.980392,1666,35,0.845,0.82,safe
9.8039216,1680,34,0.245,0.81,safe
8.627450999999999,1685,34,0.83,0.81,safe
6.6666667,1650,34,0.08,0.805,safe
5.8823529,1573,32,0.79,0.81,safe
6.6666667,1477,30,0.22,0.805,safe
5.8823529,1378,28,0.835,0.81,safe
9.8039216,1399,28,0.115,0.805,safe
10.980392,1424,29,0.825,0.81,safe
10.980392,1442,30,0.175,0.805,safe
10.980392,1494,31,0.79,0.805,safe
11.764706,1531,31,0.79,0.805,safe
11.764706,1571,32,0.135,0.805,safe
11.764706,1625,32,0.745,0.805,safe
11.764706,1632,34,0.85,0.805,safe
11.764706,1669,34,0.105,0.805,safe
12.941175999999999,1690,34,0.82,0.805,safe
11.764706,1708,36,0.71,0.795,safe
5.8823529,1679,35,0.8,0.795,safe
5.8823529,1599,32,0.805,0.795,safe
6.6666667,1489,30,0.605,0.795,safe
3.9215686,1412,29,0.21,0.795,safe
2.745098,936,26,0.85,0.795,safe
2.745098,1137,23,0.305,0.8,safe
2.745098,1378,22,0.785,0.8,safe
6.6666667,1208,19,0.515,0.805,safe
8.627450999999999,1406,21,0.07,0.8,safe
11.764706,1512,24,0.485,0.8,safe
14.901960999999998,1653,26,0.745,0.795,safe
14.901960999999998,1746,27,0.805,0.795,safe
15.686275,1846,28,0.395,0.795,safe
16.862745,1947,31,0.25,0.79,safe
17.647059,2043,31,0.775,0.79,safe
17.647059,2120,33,0.805,0.79,safe
16.862745,2193,34,0.455,0.785,safe
17.647059,2253,35,0.12,0.785,safe
16.862745,2309,36,0.825,0.78,safe
2.745098,1490,36,0.93,0.805,safe
11.764706,1692,36,0.08,0.79,safe
11.764706,1760,36,0.82,0.79,safe
12.941175999999999,1782,37,0.765,0.79,safe
11.764706,1810,37,0.12,0.785,safe
12.941175999999999,1831,37,0.795,0.79,safe
11.764706,1848,38,0.35,0.785,safe
11.764706,1863,38,0.22,0.785,safe
11.764706,1877,39,0.79,0.785,safe
11.764706,1890,39,0.775,0.79,safe
11.764706,1915,39,0.115,0.785,safe
8.627450999999999,1900,39,0.11,0.78,safe
6.6666667,1881,39,0.825,0.78,safe
6.6666667,1842,38,0.095,0.775,safe
4.7058824,1798,37,0.855,0.78,safe
4.7058824,1807,37,0.82,0.78,safe
5.8823529,1778,37,0.12,0.775,safe
5.8823529,1770,36,0.83,0.78,safe
5.8823529,1763,36,0.62,0.78,safe
3.9215686,1741,36,0.9,0.79,safe
2.745098,1701,35,0.895,0.81,safe
4.7058824,1609,33,0.715,0.805,safe
5.8823529,1451,29,0.04,0.805,safe
4.7058824,1219,25,0.06,0.8,safe
3.9215686,989,18,0.61,0.805,safe
4.7058824,1021,12,0.31,0.8,safe
4.7058824,996,6,0.755,0.8,safe
4.7058824,999,3,0.115,0.8,safe
4.7058824,818,4,0.82,0.8,safe
8.627450999999999,1261,7,0.05,0.795,safe
11.764706,1889,10,0.02,0.795,safe
6.6666667,825,9,0.83,0.79,safe
10.980392,1136,12,0.05,0.79,safe
13.725489999999999,1510,16,0.68,0.785,safe
16.862745,1827,19,0.78,0.785,safe
18.823529,2114,22,0.33,0.78,safe
20.0,2260,24,0.1,0.775,safe
3.9215686,1359,24,0.835,0.775,safe
14.901960999999998,1566,25,0.055,0.77,safe
14.901960999999998,1697,26,0.695,0.77,safe
15.686275,1820,28,0.79,0.765,safe
16.862745,1921,31,0.805,0.77,safe
16.862745,2030,32,0.12,0.765,safe
17.647059,2133,34,0.19,0.765,safe
16.862745,2230,34,0.815,0.765,safe
2.745098,1597,34,0.92,0.765,safe
11.764706,1660,35,0.06,0.76,safe
12.941175999999999,1699,35,0.78,0.76,safe
12.941175999999999,1731,36,0.105,0.755,safe
12.941175999999999,1761,36,0.595,0.755,safe
12.941175999999999,1798,37,0.835,0.76,safe
9.8039216,1806,37,0.13,0.755,safe
6.6666667,1778,36,0.85,0.76,safe
6.6666667,1759,36,0.1,0.755,safe
7.8431372999999995,1721,36,0.805,0.765,safe
10.980392,1716,36,0.085,0.76,safe
9.8039216,1724,35,0.565,0.755,safe
9.8039216,1729,36,0.76,0.755,safe
11.764706,1725,36,0.675,0.755,safe
11.764706,1744,36,0.29,0.755,safe
10.980392,1743,36,0.8,0.76,safe
8.627450999999999,1695,36,0.08,0.75,safe
6.6666667,1693,34,0.085,0.75,safe
6.6666667,1633,33,0.26,0.755,safe
6.6666667,1477,30,0.835,0.755,safe
6.6666667,1322,27,0.09,0.75,safe
4.7058824,994,23,0.77,0.755,safe
5.8823529,1333,20,0.175,0.755,safe
10.980392,1301,20,0.075,0.75,safe
12.941175999999999,1426,22,0.67,0.755,safe
16.862745,1598,25,0.79,0.755,safe
16.862745,1760,27,0.32,0.755,safe
16.862745,1878,30,0.78,0.755,safe
14.901960999999998,1960,30,0.535,0.755,safe
14.901960999999998,2024,32,0.11,0.755,safe
15.686275,2097,32,0.71,0.755,safe
16.862745,2167,34,0.79,0.75,safe
14.901960999999998,2236,35,0.35,0.75,safe
13.725489999999999,2304,36,0.145,0.75,safe
12.941175999999999,2318,37,0.29,0.755,safe
1.9607843,1454,35,0.855,0.75,safe
10.980392,1756,36,0.07,0.745,safe
10.980392,1770,36,0.775,0.745,safe
10.980392,1802,37,0.145,0.745,safe
10.980392,1826,38,0.21,0.745,safe
13.725489999999999,1853,38,0.125,0.745,safe
12.941175999999999,1867,38,0.765,0.75,safe
12.941175999999999,1869,38,0.835,0.76,safe
10.980392,1870,38,0.14,0.75,safe
10.980392,1855,38,0.26,0.75,safe
10.980392,1844,38,0.745,0.755,safe
10.980392,1854,38,0.62,0.75,safe
11.764706,1840,38,0.155,0.75,safe
11.764706,1842,38,0.77,0.755,safe
11.764706,1851,38,0.82,0.76,safe
10.980392,1857,38,0.775,0.76,safe
8.627450999999999,1855,38,0.78,0.76,safe
7.8431372999999995,1834,38,0.06,0.75,safe
6.6666667,1838,38,0.855,0.755,safe
3.9215686,1772,36,0.875,0.76,safe
4.7058824,1712,35,0.755,0.76,safe
5.8823529,1585,32,0.04,0.755,safe
5.8823529,1436,30,0.055,0.755,safe
5.8823529,1307,27,0.715,0.75,safe
2.745098,1004,24,0.805,0.75,safe
3.9215686,1354,22,0.185,0.75,safe
2.745098,1351,20,0.8,0.75,safe
6.6666667,1349,21,0.065,0.75,safe
9.8039216,1452,22,0.33,0.755,safe
11.764706,1579,24,0.725,0.75,safe
12.941175999999999,1710,27,0.37,0.75,safe
12.941175999999999,1818,28,0.69,0.755,safe
9.8039216,1808,29,0.1,0.75,safe
6.6666667,1775,27,0.805,0.75,safe
5.8823529,1656,26,0.09,0.745,safe
6.6666667,1591,25,0.775,0.745,safe
5.8823529,1579,24,0.21,0.745,safe
5.8823529,1528,24,0.825,0.755,safe
5.8823529,1483,23,0.655,0.755,safe
6.6666667,1439,23,0.115,0.75,safe
5.8823529,1262,20,0.535,0.745,safe
4.7058824,1041,16,0.68,0.75,safe
4.7058824,1337,13,0.655,0.755,safe
10.980392,1361,14,0.045,0.745,safe
13.725489999999999,1636,17,0.725,0.745,safe
16.862745,1904,20,0.795,0.75,safe
17.647059,2155,22,0.31,0.745,safe
4.7058824,1455,22,0.875,0.765,safe
11.764706,1441,22,0.045,0.745,safe
12.941175999999999,1535,24,0.76,0.75,safe
12.941175999999999,1617,25,0.695,0.745,safe
15.686275,1703,27,0.64,0.745,safe
14.901960999999998,1794,28,0.185,0.74,safe
15.686275,1881,30,0.775,0.745,safe
14.901960999999998,1958,31,0.78,0.745,safe
15.686275,2033,32,0.12,0.74,safe
12.941175999999999,2078,32,0.815,0.75,safe
9.8039216,2068,32,0.685,0.745,safe
9.8039216,2042,32,0.115,0.74,safe
4.7058824,1963,30,0.88,0.755,safe
4.7058824,1852,29,0.87,0.77,safe
3.9215686,1757,27,0.86,0.785,safe
3.9215686,1542,24,0.09,0.77,safe
3.9215686,1470,23,0.05,0.765,safe
9.8039216,1399,22,0.01,0.76,safe
11.764706,1557,24,0.035,0.75,safe
12.941175999999999,1679,26,0.765,0.75,safe
11.764706,1778,28,0.355,0.745,safe
16.862745,1858,29,0.375,0.74,safe
9.8039216,1881,29,0.15,0.74,safe
9.8039216,1897,30,0.215,0.74,safe
9.8039216,1907,30,0.78,0.74,safe
9.8039216,1907,30,0.045,0.735,safe
5.8823529,1872,29,0.815,0.735,safe
7.8431372999999995,1863,29,0.13,0.74,safe
5.8823529,1817,28,0.815,0.735,safe
4.7058824,1713,27,0.88,0.745,safe
5.8823529,1574,24,0.06,0.74,safe
5.8823529,1423,22,0.8,0.735,safe
4.7058824,1282,20,0.15,0.735,safe
4.7058824,1159,18,0.845,0.74,safe
7.8431372999999995,1039,16,0.265,0.74,safe
10.980392,1255,19,0.77,0.745,safe
11.764706,1357,21,0.145,0.74,safe
11.764706,1452,23,0.26,0.74,safe
9.8039216,1524,24,0.845,0.755,safe
6.6666667,1500,23,0.195,0.75,safe
7.8431372999999995,1535,24,0.74,0.76,safe
7.8431372999999995,1556,24,0.585,0.75,safe
9.8039216,1586,25,0.165,0.755,safe
9.8039216,1645,25,0.79,0.755,safe
9.8039216,1664,26,0.275,0.75,safe
11.764706,1724,27,0.205,0.745,safe
13.725489999999999,1797,28,0.375,0.74,safe
13.725489999999999,1865,30,0.79,0.745,safe
11.764706,1909,30,0.165,0.74,safe
11.764706,1932,30,0.27,0.74,safe
13.725489999999999,1990,31,0.785,0.745,safe
12.941175999999999,2011,31,0.835,0.75,safe
10.980392,2024,32,0.66,0.74,safe
6.6666667,1983,31,0.09,0.74,safe
6.6666667,1914,30,0.85,0.74,safe
3.9215686,1824,28,0.85,0.75,safe
4.7058824,1763,27,0.825,0.75,safe
2.745098,1596,25,0.735,0.75,safe
4.7058824,1414,22,0.03,0.745,safe
4.7058824,1285,19,0.36,0.745,safe
9.8039216,1393,21,0.01,0.725,safe
12.941175999999999,1487,23,0.595,0.735,safe
12.941175999999999,1633,26,0.18,0.735,safe
12.941175999999999,1772,28,0.755,0.73,safe
14.901960999999998,1830,29,0.745,0.73,safe
14.901960999999998,1922,30,0.57,0.73,safe
11.764706,1967,30,0.71,0.73,safe
12.941175999999999,1998,31,0.82,0.735,safe
11.764706,2026,32,0.525,0.73,safe
9.8039216,2031,31,0.14,0.725,safe
3.9215686,1944,30,0.895,0.735,safe
3.9215686,1789,28,0.83,0.73,safe
5.8823529,1565,24,0.06,0.73,safe
4.7058824,1100,18,0.04,0.73,safe
5.8823529,1209,13,0.075,0.735,safe
4.7058824,1116,11,0.835,0.73,safe
12.941175999999999,1314,13,0.045,0.715,safe
15.686275,1562,17,0.77,0.725,safe
16.862745,1875,20,0.275,0.73,safe
18.823529,2142,23,0.23,0.73,safe
20.784314000000002,2379,25,0.8,0.725,safe
4.7058824,1547,25,0.915,0.745,safe
11.764706,1550,25,0.035,0.605,safe
14.901960999999998,1655,26,0.68,0.72,safe
14.901960999999998,1776,28,0.17,0.72,safe
15.686275,1879,29,0.355,0.72,safe
15.686275,1951,30,0.77,0.725,safe
14.901960999999998,2018,32,0.78,0.725,safe
14.901960999999998,2068,33,0.1,0.72,safe
14.901960999999998,2130,33,0.145,0.72,safe
14.901960999999998,2180,34,0.8,0.72,safe
3.9215686,1629,33,0.91,0.75,safe
7.8431372999999995,1608,33,0.15,0.735,safe
7.8431372999999995,1626,33,0.805,0.735,safe
6.6666667,1621,33,0.075,0.725,safe
5.8823529,1600,33,0.86,0.725,safe
4.7058824,1561,32,0.765,0.735,safe
4.7058824,1560,32,0.16,0.73,safe
6.6666667,1549,32,0.325,0.73,safe
5.8823529,1549,32,0.815,0.73,safe
5.8823529,1554,32,0.29,0.74,safe
6.6666667,1513,31,0.095,0.735,safe
5.8823529,1439,30,0.63,0.725,safe
5.8823529,1359,28,0.065,0.725,safe
4.7058824,1223,26,0.79,0.725,safe
3.9215686,1123,23,0.565,0.73,safe
5.8823529,1379,21,0.8,0.74,safe
6.6666667,1370,21,0.09,0.73,safe
10.980392,1317,21,0.155,0.74,safe
13.725489999999999,1437,23,0.795,0.74,safe
13.725489999999999,1588,24,0.245,0.735,safe
14.901960999999998,1672,26,0.135,0.73,safe
15.686275,1802,28,0.79,0.735,safe
16.862745,1926,30,0.84,0.74,safe
13.725489999999999,1996,31,0.72,0.735,safe
12.941175999999999,2045,32,0.805,0.735,safe
12.941175999999999,2090,33,0.115,0.73,safe
11.764706,2112,33,0.185,0.73,safe
4.7058824,2044,32,0.88,0.74,safe
4.7058824,1945,30,0.84,0.75,safe
5.8823529,1825,28,0.04,0.74,safe
6.6666667,1742,27,0.79,0.735,safe
9.8039216,1753,27,0.135,0.73,safe
10.980392,1737,27,0.79,0.735,safe
10.980392,1784,28,0.825,0.74,safe
8.627450999999999,1790,28,0.19,0.735,safe
7.8431372999999995,1748,27,0.795,0.735,safe
7.8431372999999995,1733,27,0.82,0.74,safe
5.8823529,1715,26,0.05,0.735,safe
7.8431372999999995,1642,26,0.785,0.735,safe
9.8039216,1670,26,0.08,0.73,safe
8.627450999999999,1661,26,0.755,0.735,safe
8.627450999999999,1653,26,0.095,0.73,safe
8.627450999999999,1672,26,0.25,0.73,safe
8.627450999999999,1685,26,0.77,0.735,safe
8.627450999999999,1682,26,0.735,0.735,safe
9.8039216,1716,27,0.065,0.73,safe
7.8431372999999995,1739,27,0.785,0.73,safe
7.8431372999999995,1744,27,0.12,0.725,safe
5.8823529,1730,27,0.84,0.73,safe
2.745098,1673,26,0.885,0.75,safe
2.745098,1592,25,0.87,0.765,safe
2.745098,1403,22,0.47,0.76,safe
2.745098,1290,20,0.045,0.75,safe
10.980392,1335,21,0.02,0.745,safe
9.8039216,1411,22,0.055,0.735,safe
9.8039216,1486,23,0.765,0.735,safe
7.8431372999999995,1509,23,0.805,0.735,safe
5.8823529,1457,23,0.17,0.735,safe
5.8823529,1356,21,0.15,0.735,safe
4.7058824,1226,19,0.82,0.735,safe
3.9215686,941,14,0.78,0.735,safe
4.7058824,965,14,0.13,0.73,safe
4.7058824,990,12,0.665,0.735,safe
7.8431372999999995,1163,12,0.24,0.735,safe
14.901960999999998,1504,16,0.675,0.735,safe
16.862745,1789,19,0.105,0.735,safe
18.823529,2035,22,0.685,0.735,safe
20.0,2284,24,0.805,0.735,safe
8.627450999999999,1802,25,0.865,0.755,safe
15.686275,1594,24,0.045,0.73,safe
16.862745,1715,27,0.78,0.73,safe
17.647059,1826,29,0.52,0.73,safe
13.725489999999999,1909,30,0.82,0.73,safe
12.941175999999999,1947,30,0.06,0.73,safe
13.725489999999999,1987,31,0.805,0.73,safe
10.980392,2002,31,0.4,0.73,safe
4.7058824,1932,30,0.8,0.73,safe
4.7058824,1834,28,0.345,0.73,safe
6.6666667,1733,27,0.035,0.705,safe
6.6666667,1620,25,0.12,0.72,safe
6.6666667,1453,22,0.81,0.725,safe
6.6666667,1344,21,0.095,0.73,safe
7.8431372999999995,1190,18,0.09,0.73,safe
12.941175999999999,1446,22,0.63,0.73,safe
12.941175999999999,1519,24,0.225,0.725,safe
12.941175999999999,1591,25,0.175,0.725,safe
12.941175999999999,1666,26,0.76,0.725,safe
12.941175999999999,1743,27,0.795,0.73,safe
11.764706,1814,28,0.775,0.73,safe
12.941175999999999,1822,29,0.085,0.725,safe
11.764706,1929,30,0.805,0.73,safe
10.980392,1974,31,0.445,0.725,safe
10.980392,2031,32,0.255,0.725,safe
11.764706,2092,33,0.095,0.725,safe
9.8039216,2131,34,0.375,0.725,safe
10.980392,2201,33,0.725,0.725,safe
1.9607843,1336,33,0.02,0.71,safe
5.8823529,1636,33,0.385,0.725,safe
6.6666667,1589,32,0.045,0.72,safe
5.8823529,1521,31,0.685,0.72,safe
5.8823529,1417,29,0.065,0.72,safe
3.9215686,1111,28,0.23,0.72,safe
6.6666667,1689,27,0.705,0.72,safe
8.627450999999999,1700,27,0.225,0.72,safe
