Engine Load(%),Engine RPM(rpm),Vehicle speed(km/h),Intake air temp(C),Abs throttle position(%),beahavior
16.862745,1831,20,41.0,11.764706,unsafe
11.764706,1932,20,40.0,10.588235000000001,unsafe
9.8039216,1948,20,40.0,8.627450999999999,unsafe
7.8431372999999995,1965,20,40.0,5.8823529,unsafe
4.7058824,1614,17,40.0,9.019607800000001,unsafe
6.6666667,1184,12,40.0,10.980392,unsafe
9.8039216,1163,12,41.0,24.313725,unsafe
15.686275,1432,15,41.0,8.235294099999999,unsafe
7.8431372999999995,1348,14,41.0,7.8431372999999995,unsafe
5.8823529,1204,13,41.0,6.6666667,unsafe
4.7058824,958,9,41.0,7.0588235,unsafe
5.8823529,966,7,41.0,11.372549000000001,unsafe
7.8431372999999995,785,8,41.0,10.196078,unsafe
7.8431372999999995,1025,11,41.0,9.019607800000001,unsafe
11.764706,1113,12,41.0,22.352941,unsafe
15.686275,1352,14,41.0,19.607843,unsafe
16.862745,1513,16,41.0,13.333332999999998,unsafe
13.725489999999999,1676,18,41.0,12.54902,unsafe
12.941175999999999,1778,19,41.0,20.0,unsafe
20.784314000000002,2053,22,41.0,25.490195999999997,unsafe
26.666666999999997,2422,26,41.0,9.411764699999999,unsafe
9.8039216,1865,26,41.0,48.627451,unsafe
23.921569,1791,29,41.0,30.196078000000004,unsafe
25.882353,1985,32,41.0,7.0588235,unsafe
7.8431372999999995,2136,32,41.0,5.0980392,unsafe
4.7058824,1883,29,41.0,5.4901960999999995,unsafe
4.7058824,1587,24,41.0,7.0588235,unsafe
5.8823529,1323,20,41.0,6.2745098,unsafe
4.7058824,1166,18,41.0,5.8823529,unsafe
4.7058824,1051,16,41.0,6.2745098,unsafe
4.7058824,937,15,41.0,7.450980400000001,unsafe
5.8823529,886,13,41.0,7.8431372999999995,unsafe
6.6666667,1001,11,41.0,8.235294099999999,unsafe
6.6666667,1015,6,41.0,8.235294099999999,unsafe
6.6666667,1019,1,41.0,7.8431372999999995,unsafe
14.901960999999998,1405,3,41.0,41.568627,unsafe
23.921569,2027,12,41.0,4.7058824,unsafe
4.7058824,2117,14,41.0,58.431373,unsafe
20.0,1674,18,42.0,58.431373,unsafe
26.666666999999997,2091,23,42.0,57.254902,unsafe
33.72549,2460,27,42.0,9.8039216,unsafe
12.941175999999999,2202,27,42.0,60.0,unsafe
23.921569,1831,29,42.0,60.0,unsafe
27.843137,2070,32,42.0,60.0,unsafe
30.980392,2286,36,42.0,56.470588,unsafe
33.72549,2446,40,42.0,28.627451,unsafe
24.705882,1971,41,42.0,25.098039,unsafe
24.705882,2100,43,42.0,21.960784,unsafe
23.921569,2207,46,42.0,18.039216,unsafe
20.784314000000002,2291,47,42.0,16.078431,unsafe
15.686275,2344,48,42.0,16.862745,unsafe
20.0,2365,49,42.0,22.745098000000002,unsafe
27.843137,2453,51,42.0,23.137255,unsafe
13.725489999999999,2181,51,42.0,32.941176,unsafe
26.666666999999997,1874,51,42.0,42.745098,unsafe
25.882353,1916,53,42.0,40.784314,unsafe
26.666666999999997,1981,55,42.0,40.0,unsafe
27.843137,2079,56,42.0,34.509803999999995,unsafe
27.843137,2135,58,42.0,21.176471,unsafe
21.960784,2157,59,42.0,18.431373,unsafe
20.784314000000002,2167,59,42.0,18.431373,unsafe
21.960784,2184,60,42.0,19.215685999999998,unsafe
21.960784,2219,61,42.0,19.215685999999998,unsafe
21.960784,2232,61,42.0,18.823529,unsafe
21.960784,2254,62,42.0,17.647059,unsafe
20.0,2280,63,42.0,17.254901999999998,unsafe
20.0,2288,63,42.0,18.039216,unsafe
20.784314000000002,2297,63,42.0,18.431373,unsafe
21.960784,2316,63,42.0,17.647059,unsafe
20.0,2336,64,42.0,13.725489999999999,unsafe
14.901960999999998,2327,63,42.0,12.941175999999999,unsafe
11.764706,2303,63,42.0,9.8039216,unsafe
8.627450999999999,1986,62,41.0,8.235294099999999,unsafe
7.8431372999999995,2457,60,42.0,14.509804,unsafe
18.823529,2884,60,42.0,16.862745,unsafe
21.960784,2889,59,42.0,19.215685999999998,unsafe
24.705882,2903,61,42.0,18.823529,unsafe
24.705882,2935,60,42.0,18.823529,unsafe
24.705882,2954,61,42.0,18.039216,unsafe
22.745098000000002,2979,62,42.0,17.647059,unsafe
22.745098000000002,2997,62,42.0,16.862745,unsafe
20.784314000000002,3004,62,42.0,16.470588,unsafe
20.784314000000002,3002,62,42.0,13.333332999999998,unsafe
10.980392,2976,61,41.0,7.450980400000001,unsafe
10.980392,2933,59,42.0,23.137255,unsafe
30.980392,2929,61,42.0,7.0588235,unsafe
6.6666667,2881,60,41.0,5.0980392,unsafe
4.7058824,2774,57,41.0,19.607843,unsafe
23.921569,2787,58,42.0,20.0,unsafe
25.882353,2816,58,42.0,20.392157,unsafe
26.666666999999997,2855,59,42.0,20.784314000000002,unsafe
27.843137,2901,60,42.0,18.039216,unsafe
20.0,2931,61,41.0,14.117647,unsafe
15.686275,2894,60,41.0,7.450980400000001,unsafe
6.6666667,2809,58,41.0,6.2745098,unsafe
5.8823529,2658,54,41.0,5.8823529,unsafe
4.7058824,2486,50,41.0,20.784314000000002,unsafe
27.843137,2483,51,42.0,29.411765000000003,unsafe
31.764706,2594,54,42.0,28.235294,unsafe
32.941176,2687,55,41.0,26.27451,unsafe
32.941176,2793,58,41.0,26.666666999999997,unsafe
33.72549,2901,60,41.0,9.411764699999999,unsafe
9.8039216,2882,60,41.0,3.9215686,unsafe
3.9215686,2748,57,41.0,4.7058824,unsafe
3.9215686,2520,51,41.0,5.4901960999999995,unsafe
4.7058824,2297,47,41.0,5.0980392,unsafe
4.7058824,2173,45,41.0,12.54902,unsafe
17.647059,2197,45,41.0,43.137254999999996,unsafe
30.980392,2285,47,42.0,45.490196000000005,unsafe
32.941176,2420,50,42.0,44.705882,unsafe
34.901961,2537,53,41.0,33.333333,unsafe
31.764706,2662,55,41.0,11.764706,unsafe
11.764706,2688,55,41.0,5.4901960999999995,unsafe
4.7058824,2537,52,41.0,5.4901960999999995,unsafe
4.7058824,2338,48,41.0,10.196078,unsafe
9.8039216,2271,46,41.0,10.980392,unsafe
11.764706,2212,46,41.0,11.764706,unsafe
9.8039216,2128,45,41.0,5.8823529,unsafe
4.7058824,2111,43,41.0,9.8039216,unsafe
9.8039216,2087,42,41.0,12.156863000000001,unsafe
11.764706,2033,42,41.0,17.254901999999998,unsafe
18.823529,2071,43,41.0,23.137255,unsafe
24.705882,2121,44,41.0,26.27451,unsafe
26.666666999999997,2233,46,41.0,26.666666999999997,unsafe
27.843137,2323,48,41.0,26.27451,unsafe
28.627451,2411,50,41.0,24.705882,unsafe
28.627451,2519,52,41.0,22.745098000000002,unsafe
27.843137,2561,54,41.0,17.647059,unsafe
20.784314000000002,2619,54,41.0,12.54902,unsafe
12.941175999999999,2611,54,41.0,10.588235000000001,unsafe
8.627450999999999,2544,53,41.0,5.0980392,unsafe
4.7058824,2441,50,41.0,5.4901960999999995,unsafe
4.7058824,2325,48,41.0,5.4901960999999995,unsafe
4.7058824,2193,45,41.0,5.4901960999999995,unsafe
4.7058824,2072,42,41.0,5.4901960999999995,unsafe
4.7058824,1862,38,41.0,5.8823529,unsafe
5.8823529,1660,33,41.0,4.7058824,unsafe
3.9215686,1428,28,41.0,5.0980392,unsafe
3.9215686,1174,23,41.0,5.4901960999999995,unsafe
2.745098,755,17,41.0,5.0980392,unsafe
3.9215686,1005,9,41.0,3.5294117999999997,unsafe
2.745098,757,2,41.0,3.5294117999999997,unsafe
2.745098,709,1,41.0,5.4901960999999995,unsafe
14.901960999999998,1361,5,42.0,24.705882,unsafe
23.921569,2014,11,42.0,4.313725499999999,unsafe
4.7058824,1762,14,41.0,50.980391999999995,unsafe
22.745098000000002,1815,20,42.0,51.372549,unsafe
30.980392,2395,25,42.0,12.941175999999999,unsafe
13.725489999999999,2459,28,41.0,20.392157,unsafe
20.0,1806,28,42.0,23.137255,unsafe
22.745098000000002,1946,30,42.0,16.078431,unsafe
17.647059,2068,33,41.0,14.509804,unsafe
16.862745,2136,34,41.0,17.647059,unsafe
18.823529,2224,35,41.0,11.764706,unsafe
9.8039216,2258,35,41.0,12.941175999999999,unsafe
12.941175999999999,2160,34,41.0,14.901960999999998,unsafe
17.647059,2219,36,41.0,18.039216,unsafe
20.784314000000002,2323,37,41.0,17.647059,unsafe
22.745098000000002,2429,38,41.0,21.176471,unsafe
25.882353,2552,40,41.0,22.745098000000002,unsafe
28.627451,2692,42,41.0,22.745098000000002,unsafe
29.803921999999996,2831,45,41.0,21.176471,unsafe
26.666666999999997,2949,46,41.0,6.6666667,unsafe
5.8823529,2107,46,41.0,22.352941,unsafe
24.705882,2241,47,42.0,25.882353,unsafe
28.627451,2337,48,42.0,24.705882,unsafe
27.843137,2439,50,42.0,21.960784,unsafe
26.666666999999997,2503,52,42.0,7.450980400000001,unsafe
6.6666667,2496,51,41.0,6.6666667,unsafe
5.8823529,2413,50,41.0,5.8823529,unsafe
4.7058824,2307,48,41.0,6.2745098,unsafe
5.8823529,2196,45,41.0,12.54902,unsafe
18.823529,2190,45,42.0,5.8823529,unsafe
5.8823529,2097,43,41.0,6.2745098,unsafe
5.8823529,1923,39,41.0,6.6666667,unsafe
5.8823529,1754,36,42.0,8.235294099999999,unsafe
6.6666667,1358,26,42.0,8.235294099999999,unsafe
6.6666667,1141,17,42.0,7.8431372999999995,unsafe
6.6666667,1090,8,42.0,7.450980400000001,unsafe
5.8823529,1036,3,42.0,7.450980400000001,unsafe
5.8823529,1008,1,42.0,7.450980400000001,unsafe
12.941175999999999,1329,2,42.0,40.784314,unsafe
20.0,2074,11,43.0,7.0588235,unsafe
6.6666667,2382,15,42.0,46.666667,unsafe
24.705882,1959,20,43.0,45.490196000000005,unsafe
30.980392,2443,26,43.0,17.647059,unsafe
17.647059,2585,29,42.0,26.666666999999997,unsafe
24.705882,1921,31,43.0,34.901961,unsafe
27.843137,2150,34,43.0,24.705882,unsafe
25.882353,2319,36,43.0,13.333332999999998,unsafe
13.725489999999999,2379,37,43.0,10.980392,unsafe
11.764706,2318,37,43.0,20.784314000000002,unsafe
23.921569,2482,39,43.0,19.215685999999998,unsafe
23.921569,2593,41,43.0,10.588235000000001,unsafe
10.980392,2613,41,43.0,11.764706,unsafe
11.764706,2568,40,43.0,21.568627,unsafe
26.666666999999997,2641,42,43.0,23.529412,unsafe
29.803921999999996,2800,44,43.0,4.7058824,unsafe
6.6666667,2216,44,43.0,24.705882,unsafe
25.882353,2242,46,43.0,25.098039,unsafe
26.666666999999997,2313,48,43.0,17.647059,unsafe
20.0,2374,49,43.0,14.117647,unsafe
15.686275,2403,50,43.0,20.0,unsafe
22.745098000000002,2433,51,43.0,20.392157,unsafe
23.921569,2521,52,43.0,14.117647,unsafe
15.686275,2525,52,43.0,14.509804,unsafe
16.862745,2543,52,43.0,14.117647,unsafe
15.686275,2531,52,43.0,12.156863000000001,unsafe
11.764706,2488,52,43.0,13.725489999999999,unsafe
13.725489999999999,2483,52,43.0,14.901960999999998,unsafe
16.862745,2490,52,43.0,14.901960999999998,unsafe
16.862745,2486,52,43.0,14.901960999999998,unsafe
16.862745,2516,52,43.0,15.294118,unsafe
17.647059,2526,52,43.0,12.54902,unsafe
13.725489999999999,2533,52,43.0,12.54902,unsafe
12.941175999999999,2517,52,43.0,16.862745,unsafe
20.0,2521,52,43.0,17.647059,unsafe
20.784314000000002,2561,53,43.0,13.725489999999999,unsafe
15.686275,2572,53,43.0,13.725489999999999,unsafe
14.901960999999998,2572,53,43.0,16.078431,unsafe
18.823529,2572,53,43.0,14.117647,unsafe
15.686275,2575,53,43.0,13.333332999999998,unsafe
14.901960999999998,2571,53,43.0,11.372549000000001,unsafe
11.764706,2522,53,43.0,11.372549000000001,unsafe
11.764706,2517,52,43.0,15.686275,unsafe
17.647059,2502,52,43.0,6.6666667,unsafe
5.8823529,2442,50,43.0,5.8823529,unsafe
4.7058824,2318,48,43.0,5.0980392,unsafe
7.8431372999999995,2241,46,43.0,16.470588,unsafe
18.823529,2214,46,43.0,21.960784,unsafe
25.882353,2315,48,43.0,3.5294117999999997,unsafe
3.9215686,2204,45,43.0,4.7058824,unsafe
6.6666667,1266,42,43.0,8.627450999999999,unsafe
7.8431372999999995,2644,41,43.0,12.941175999999999,unsafe
16.862745,2471,39,43.0,14.117647,unsafe
14.901960999999998,2422,39,43.0,8.627450999999999,unsafe
8.627450999999999,2352,37,43.0,12.941175999999999,unsafe
13.725489999999999,2343,36,43.0,18.039216,unsafe
20.784314000000002,2411,38,43.0,13.333332999999998,unsafe
13.725489999999999,2437,38,43.0,10.980392,unsafe
9.8039216,2382,37,43.0,6.2745098,unsafe
5.8823529,2205,34,43.0,13.333332999999998,unsafe
11.764706,2072,33,43.0,16.078431,unsafe
14.901960999999998,2122,33,43.0,5.0980392,unsafe
4.7058824,2019,32,43.0,10.980392,unsafe
12.941175999999999,2003,32,43.0,16.078431,unsafe
14.901960999999998,2066,33,43.0,17.254901999999998,unsafe
16.862745,2122,33,43.0,12.54902,unsafe
10.980392,2124,33,43.0,16.078431,unsafe
16.862745,2156,34,43.0,12.941175999999999,unsafe
12.941175999999999,2182,34,43.0,11.764706,unsafe
11.764706,2178,34,43.0,5.4901960999999995,unsafe
4.7058824,2103,32,43.0,6.2745098,unsafe
5.8823529,1888,29,43.0,8.627450999999999,unsafe
7.8431372999999995,1496,22,43.0,8.627450999999999,unsafe
6.6666667,1182,13,43.0,8.627450999999999,unsafe
6.6666667,1106,2,43.0,8.235294099999999,unsafe
11.764706,1180,2,45.0,37.254902,unsafe
18.823529,1797,10,45.0,14.509804,unsafe
13.725489999999999,2481,14,45.0,41.568627,unsafe
26.666666999999997,1890,20,45.0,35.686275,unsafe
27.843137,2167,24,45.0,40.392157,unsafe
34.901961,2667,29,45.0,9.019607800000001,unsafe
8.627450999999999,2096,30,45.0,41.568627,unsafe
26.666666999999997,2004,32,45.0,31.764706,unsafe
27.843137,2281,36,45.0,21.568627,unsafe
24.705882,2474,39,45.0,21.568627,unsafe
24.705882,2616,41,45.0,14.509804,unsafe
17.647059,2648,42,45.0,20.0,unsafe
24.705882,2773,43,45.0,14.117647,unsafe
15.686275,2790,44,45.0,18.431373,unsafe
25.882353,2832,45,46.0,23.137255,unsafe
31.764706,2955,47,46.0,5.4901960999999995,unsafe
23.921569,2282,46,46.0,41.176471,unsafe
31.764706,2351,49,46.0,38.431373,unsafe
31.764706,2440,51,46.0,18.039216,unsafe
20.0,2499,51,46.0,14.901960999999998,unsafe
17.647059,2505,52,46.0,22.745098000000002,unsafe
26.666666999999997,2577,53,46.0,19.607843,unsafe
23.921569,2626,54,46.0,14.509804,unsafe
20.0,2638,55,46.0,16.470588,unsafe
17.647059,2669,55,46.0,10.588235000000001,unsafe
9.8039216,2634,54,46.0,9.411764699999999,unsafe
9.8039216,2588,54,46.0,11.372549000000001,unsafe
9.8039216,2603,52,46.0,6.2745098,unsafe
5.8823529,2503,52,46.0,14.901960999999998,unsafe
17.647059,2487,51,47.0,32.941176,unsafe
32.941176,2572,53,47.0,20.0,unsafe
21.960784,2614,54,47.0,9.411764699999999,unsafe
9.8039216,2562,53,47.0,21.176471,unsafe
24.705882,2590,54,47.0,14.117647,unsafe
15.686275,2622,54,47.0,18.431373,unsafe
21.960784,2613,54,47.0,19.215685999999998,unsafe
22.745098000000002,2669,55,47.0,11.372549000000001,unsafe
12.941175999999999,2626,54,47.0,18.431373,unsafe
22.745098000000002,2676,55,47.0,16.862745,unsafe
20.0,2700,56,47.0,6.6666667,unsafe
5.8823529,2611,54,47.0,6.6666667,unsafe
5.8823529,2509,51,47.0,6.2745098,unsafe
5.8823529,2361,48,47.0,6.2745098,unsafe
5.8823529,2241,46,47.0,7.8431372999999995,unsafe
7.8431372999999995,2181,44,47.0,12.941175999999999,unsafe
12.941175999999999,2107,43,47.0,14.117647,unsafe
10.980392,2525,41,47.0,15.294118,unsafe
16.862745,2608,41,47.0,14.509804,unsafe
15.686275,2686,42,47.0,14.509804,unsafe
16.862745,2780,44,47.0,12.54902,unsafe
11.764706,2874,45,47.0,9.019607800000001,unsafe
8.627450999999999,2847,45,47.0,8.235294099999999,unsafe
7.8431372999999995,2838,44,47.0,7.8431372999999995,unsafe
6.6666667,2792,44,47.0,8.627450999999999,unsafe
7.8431372999999995,2754,43,47.0,8.235294099999999,unsafe
6.6666667,2739,43,47.0,9.411764699999999,unsafe
8.627450999999999,2700,42,47.0,10.980392,unsafe
10.980392,2710,42,47.0,13.333332999999998,unsafe
14.901960999999998,2657,42,47.0,13.725489999999999,unsafe
15.686275,2697,42,47.0,13.725489999999999,unsafe
15.686275,2719,42,47.0,12.941175999999999,unsafe
13.725489999999999,2710,42,47.0,13.333332999999998,unsafe
14.901960999999998,2716,43,47.0,13.725489999999999,unsafe
14.901960999999998,2727,43,47.0,13.725489999999999,unsafe
15.686275,2727,43,47.0,14.509804,unsafe
15.686275,2739,43,47.0,14.117647,unsafe
15.686275,2754,43,47.0,14.117647,unsafe
15.686275,2784,44,47.0,14.117647,unsafe
15.686275,2794,44,47.0,13.725489999999999,unsafe
14.901960999999998,2796,44,47.0,13.333332999999998,unsafe
14.901960999999998,2794,44,47.0,12.941175999999999,unsafe
13.725489999999999,2811,44,47.0,12.941175999999999,unsafe
13.725489999999999,2790,44,47.0,11.764706,unsafe
11.764706,2792,44,47.0,10.588235000000001,unsafe
10.980392,2753,43,47.0,11.764706,unsafe
11.764706,2753,43,47.0,12.156863000000001,unsafe
11.764706,2660,42,47.0,11.764706,unsafe
11.764706,2619,41,47.0,12.54902,unsafe
12.941175999999999,2609,41,47.0,11.372549000000001,unsafe
11.764706,2547,40,47.0,12.156863000000001,unsafe
13.725489999999999,2517,40,47.0,12.54902,unsafe
9.8039216,2469,39,47.0,6.2745098,unsafe
5.8823529,2296,36,47.0,14.509804,unsafe
15.686275,2223,35,47.0,10.980392,unsafe
10.980392,2253,36,47.0,7.450980400000001,unsafe
5.8823529,2180,34,47.0,5.4901960999999995,unsafe
4.7058824,2004,31,47.0,5.0980392,unsafe
3.9215686,1760,27,47.0,6.6666667,unsafe
5.8823529,1359,22,47.0,7.450980400000001,unsafe
5.8823529,1057,16,47.0,7.8431372999999995,unsafe
6.6666667,1075,9,47.0,7.8431372999999995,unsafe
6.6666667,1042,2,47.0,7.8431372999999995,unsafe
6.6666667,1027,1,47.0,7.8431372999999995,unsafe
9.8039216,1214,1,47.0,19.215685999999998,unsafe
11.764706,1199,6,47.0,21.568627,unsafe
21.960784,2044,11,47.0,16.078431,unsafe
15.686275,2328,14,47.0,41.176471,unsafe
18.823529,1624,19,47.0,14.901960999999998,unsafe
15.686275,2028,21,47.0,7.450980400000001,unsafe
6.6666667,2022,21,47.0,8.627450999999999,unsafe
9.8039216,1979,20,47.0,5.8823529,unsafe
5.8823529,1849,20,47.0,6.6666667,unsafe
8.627450999999999,1748,18,47.0,15.686275,unsafe
14.901960999999998,1741,18,47.0,7.0588235,unsafe
6.6666667,1614,17,47.0,7.8431372999999995,unsafe
5.8823529,1301,15,47.0,7.450980400000001,unsafe
5.8823529,1095,13,47.0,7.0588235,unsafe
5.8823529,1042,9,47.0,7.0588235,unsafe
5.8823529,1016,3,47.0,7.0588235,unsafe
14.901960999999998,1368,5,48.0,34.509803999999995,unsafe
24.705882,2238,12,48.0,9.019607800000001,unsafe
8.627450999999999,2495,16,48.0,30.196078000000004,unsafe
22.745098000000002,1904,20,48.0,16.862745,unsafe
18.823529,2212,23,48.0,13.725489999999999,unsafe
14.901960999999998,2307,24,48.0,18.039216,unsafe
21.960784,2507,27,48.0,9.019607800000001,unsafe
8.627450999999999,2467,26,48.0,14.509804,unsafe
16.862745,2396,25,48.0,6.6666667,unsafe
5.8823529,2185,23,48.0,12.941175999999999,unsafe
11.764706,2104,22,48.0,7.0588235,unsafe
6.6666667,1998,21,48.0,4.7058824,unsafe
8.627450999999999,1794,18,48.0,9.019607800000001,unsafe
6.6666667,1625,17,49.0,23.137255,unsafe
18.823529,1679,18,49.0,29.019608,unsafe
24.705882,1987,21,49.0,29.411765000000003,unsafe
27.843137,2286,25,49.0,10.196078,unsafe
15.686275,1600,25,49.0,46.27451,unsafe
22.745098000000002,1734,28,49.0,50.196078,unsafe
25.882353,1931,30,49.0,37.647059000000006,unsafe
26.666666999999997,2141,34,49.0,13.725489999999999,unsafe
11.764706,2179,35,49.0,11.764706,unsafe
11.764706,2184,34,49.0,14.509804,unsafe
17.647059,2212,35,49.0,21.176471,unsafe
24.705882,2347,37,49.0,17.647059,unsafe
18.823529,2476,39,49.0,11.372549000000001,unsafe
11.764706,2463,38,49.0,10.980392,unsafe
11.764706,2408,38,49.0,10.980392,unsafe
10.980392,2386,38,49.0,6.6666667,unsafe
5.8823529,2323,36,49.0,8.627450999999999,unsafe
7.8431372999999995,2206,34,49.0,9.019607800000001,unsafe
7.8431372999999995,2147,33,49.0,5.8823529,unsafe
8.627450999999999,2062,32,49.0,11.764706,unsafe
10.980392,2027,32,49.0,17.647059,unsafe
18.823529,2074,32,49.0,12.941175999999999,unsafe
13.725489999999999,2147,34,49.0,17.254901999999998,unsafe
16.862745,2202,34,49.0,12.156863000000001,unsafe
11.764706,2220,34,49.0,11.764706,unsafe
10.980392,2209,35,49.0,12.54902,unsafe
9.8039216,2147,34,49.0,5.0980392,unsafe
4.7058824,2092,33,49.0,9.411764699999999,unsafe
9.8039216,2063,31,49.0,13.333332999999998,unsafe
13.725489999999999,2039,32,49.0,12.54902,unsafe
12.941175999999999,2046,32,49.0,5.4901960999999995,unsafe
4.7058824,1986,31,49.0,5.8823529,unsafe
4.7058824,1893,29,49.0,5.8823529,unsafe
4.7058824,1735,27,49.0,9.019607800000001,unsafe
7.8431372999999995,1346,21,49.0,8.627450999999999,unsafe
7.8431372999999995,1649,17,49.0,17.647059,unsafe
15.686275,1622,18,50.0,11.372549000000001,unsafe
10.980392,1815,19,50.0,13.333332999999998,unsafe
12.941175999999999,1858,20,50.0,9.411764699999999,unsafe
7.8431372999999995,1872,19,50.0,12.54902,unsafe
12.941175999999999,1896,20,50.0,15.686275,unsafe
15.686275,2073,22,50.0,20.0,unsafe
24.705882,2316,25,50.0,16.078431,unsafe
13.725489999999999,2204,27,50.0,26.666666999999997,unsafe
20.784314000000002,1719,27,50.0,37.254902,unsafe
23.921569,1891,30,50.0,19.215685999999998,unsafe
20.0,2048,32,50.0,12.156863000000001,unsafe
7.8431372999999995,1987,32,50.0,5.4901960999999995,unsafe
4.7058824,1980,31,50.0,5.4901960999999995,unsafe
4.7058824,1802,28,50.0,7.8431372999999995,unsafe
6.6666667,1628,25,50.0,8.235294099999999,unsafe
6.6666667,1462,23,50.0,21.176471,unsafe
16.862745,1460,23,50.0,11.764706,unsafe
11.764706,1579,25,50.0,19.215685999999998,unsafe
17.647059,1706,27,50.0,12.941175999999999,unsafe
13.725489999999999,1756,28,50.0,7.450980400000001,unsafe
6.6666667,1706,27,50.0,13.333332999999998,unsafe
11.764706,1699,27,50.0,7.450980400000001,unsafe
6.6666667,1479,25,50.0,7.450980400000001,unsafe
5.8823529,1224,22,50.0,8.235294099999999,unsafe
7.8431372999999995,1659,18,50.0,8.627450999999999,unsafe
6.6666667,1544,16,50.0,25.098039,unsafe
20.784314000000002,1804,18,51.0,52.941176,unsafe
26.666666999999997,2129,23,51.0,51.764706,unsafe
33.72549,2483,27,51.0,7.450980400000001,unsafe
15.686275,1735,28,51.0,42.745098,unsafe
24.705882,1941,30,51.0,4.7058824,unsafe
5.8823529,1958,30,51.0,6.2745098,unsafe
5.8823529,1857,29,51.0,8.627450999999999,unsafe
8.627450999999999,1811,28,51.0,16.078431,unsafe
17.647059,1832,29,51.0,11.372549000000001,unsafe
10.980392,1848,30,51.0,5.4901960999999995,unsafe
4.7058824,1819,28,51.0,5.8823529,unsafe
4.7058824,1723,27,51.0,7.8431372999999995,unsafe
6.6666667,1617,25,51.0,7.8431372999999995,unsafe
6.6666667,1570,24,51.0,7.8431372999999995,unsafe
6.6666667,1478,23,51.0,7.8431372999999995,unsafe
6.6666667,1421,22,51.0,7.8431372999999995,unsafe
6.6666667,1384,21,51.0,12.941175999999999,unsafe
11.764706,1401,22,51.0,8.627450999999999,unsafe
7.8431372999999995,1430,22,51.0,7.450980400000001,unsafe
6.6666667,1352,21,51.0,7.0588235,unsafe
4.7058824,1138,20,51.0,10.196078,unsafe
8.627450999999999,1746,18,51.0,8.627450999999999,unsafe
6.6666667,1712,18,51.0,9.019607800000001,unsafe
7.8431372999999995,1639,17,51.0,12.941175999999999,unsafe
12.941175999999999,1709,18,51.0,14.117647,unsafe
14.901960999999998,1897,20,51.0,10.196078,unsafe
9.8039216,1946,21,51.0,7.8431372999999995,unsafe
6.6666667,1873,20,51.0,10.980392,unsafe
9.8039216,1851,19,51.0,6.6666667,unsafe
5.8823529,1785,19,51.0,5.8823529,unsafe
4.7058824,1608,17,51.0,7.8431372999999995,unsafe
5.8823529,1179,13,51.0,7.450980400000001,unsafe
5.8823529,1056,8,51.0,7.0588235,unsafe
5.8823529,1012,4,51.0,7.0588235,unsafe
5.8823529,997,3,51.0,7.0588235,unsafe
5.8823529,1006,1,51.0,7.0588235,unsafe
13.725489999999999,1560,1,52.0,12.941175999999999,unsafe
9.8039216,1198,4,52.0,7.8431372999999995,unsafe
6.6666667,1127,5,52.0,7.450980400000001,unsafe
5.8823529,1033,5,52.0,7.0588235,unsafe
5.8823529,1019,4,52.0,12.156863000000001,unsafe
8.627450999999999,1158,6,52.0,17.254901999999998,unsafe
20.0,1951,11,52.0,8.235294099999999,unsafe
7.8431372999999995,1916,13,52.0,21.176471,unsafe
13.725489999999999,1378,15,52.0,14.117647,unsafe
12.941175999999999,1684,17,52.0,9.019607800000001,unsafe
7.8431372999999995,1671,17,52.0,8.627450999999999,unsafe
7.8431372999999995,1626,17,52.0,14.901960999999998,unsafe
16.862745,1779,19,53.0,25.882353,unsafe
24.705882,2092,23,53.0,11.372549000000001,unsafe
12.941175999999999,2284,24,53.0,21.568627,unsafe
25.882353,2523,27,53.0,12.156863000000001,unsafe
11.764706,2591,28,53.0,13.333332999999998,unsafe
17.647059,2552,28,53.0,12.54902,unsafe
11.764706,2576,27,53.0,5.8823529,unsafe
4.7058824,2285,24,53.0,5.4901960999999995,unsafe
4.7058824,1887,20,53.0,10.980392,unsafe
6.6666667,1492,15,53.0,7.8431372999999995,unsafe
5.8823529,1170,10,53.0,7.8431372999999995,unsafe
6.6666667,1103,3,53.0,7.8431372999999995,unsafe
6.6666667,1034,1,53.0,7.8431372999999995,unsafe
12.941175999999999,1527,2,55.0,21.568627,unsafe
16.862745,1424,8,55.0,21.176471,unsafe
21.960784,2282,13,55.0,6.2745098,unsafe
6.6666667,1757,14,55.0,24.705882,unsafe
17.647059,1531,16,56.0,27.843137,unsafe
21.960784,1844,20,56.0,29.019608,unsafe
26.666666999999997,2171,24,56.0,35.294118,unsafe
32.941176,2574,27,56.0,39.607843,unsafe
37.647059000000006,2879,32,56.0,6.6666667,unsafe
9.8039216,2021,32,56.0,46.27451,unsafe
27.843137,2186,34,56.0,45.490196000000005,unsafe
31.764706,2367,38,56.0,40.0,unsafe
33.72549,2578,40,56.0,20.784314000000002,unsafe
24.705882,2710,42,56.0,11.372549000000001,unsafe
12.941175999999999,2674,42,56.0,10.196078,unsafe
8.627450999999999,2635,41,56.0,9.8039216,unsafe
9.8039216,2589,41,56.0,10.196078,unsafe
9.8039216,2558,40,56.0,14.509804,unsafe
15.686275,2543,40,56.0,13.333332999999998,unsafe
14.901960999999998,2511,40,56.0,6.2745098,unsafe
5.8823529,2363,37,56.0,5.8823529,unsafe
4.7058824,2021,31,56.0,6.2745098,unsafe
