data0x03,data0x04,data0x05,data0x06,data0x07,data0x0b,data0x0c,data0x0d,data0x0e,data0x0f,data0x11,data0x14,extra0x14,data0x015,beahavior
4,3.9215686,59,0.0,97.65625,23,1613,25,58.0,33.0,4.7058824,0.84,-5.46875,0.0,unsafe
2,3.9215686,59,11.71875,21.875,90,1293,20,-47.5,34.0,22.745098000000002,0.89,-3.90625,0.13,unsafe
2,23.921569,59,-6.25,57.03125,37,1703,28,-43.0,34.0,13.725489999999999,0.92,3.125,0.015,unsafe
2,25.882353,60,-14.84375,3.125,94,2104,33,-42.0,34.0,21.960784,0.7,20.3125,0.14,unsafe
4,2.745098,60,0.0,18.75,59,1669,36,-39.5,34.0,14.901960999999998,0.07,-12.5,0.165,unsafe
2,10.980392,61,17.96875,97.65625,23,1627,33,-46.0,33.0,5.8823529,0.96,39.84375,0.155,unsafe
2,3.9215686,61,30.46875,99.21875,58,1778,26,-44.0,34.0,5.0980392,0.79,8.59375,0.215,unsafe
2,3.9215686,62,34.375,99.21875,30,1403,21,-50.0,33.0,4.7058824,0.91,25.0,0.21,unsafe
2,3.9215686,62,17.1875,99.21875,38,936,10,-56.5,33.0,3.5294117999999997,0.88,5.46875,0.225,unsafe
2,2.745098,62,-1.5625,99.21875,40,863,1,-55.0,33.0,3.5294117999999997,0.145,14.0625,0.25,unsafe
2,2.745098,63,-2.34375,14.0625,82,1930,3,-44.5,34.0,15.294118,0.08,8.59375,0.315,unsafe
2,22.745098000000002,64,0.0,88.28125,24,1648,14,59.0,33.0,13.725489999999999,0.93,-10.9375,0.32,unsafe
2,18.823529,64,-4.6875,4.6875,99,2091,22,-44.0,34.0,24.313725,0.06,0.0,0.315,unsafe
4,2.745098,64,0.0,5.46875,99,1829,28,-48.5,34.0,34.509803999999995,0.095,-10.9375,0.34,unsafe
2,21.960784,65,14.84375,1.5625,79,2285,36,-20.5,33.0,14.509804,0.755,0.0,0.355,unsafe
2,14.901960999999998,65,-7.03125,17.96875,59,1853,38,-39.0,33.0,1.9607843,0.035,0.0,0.365,unsafe
4,2.745098,66,0.0,98.4375,20,1627,33,-60.0,33.0,3.5294117999999997,0.075,2.34375,0.0,unsafe
2,3.9215686,66,7.8125,99.21875,38,1301,20,47.0,33.0,3.5294117999999997,0.02,12.5,0.0,unsafe
2,2.745098,66,21.09375,99.21875,39,916,17,63.0,33.0,3.5294117999999997,0.79,8.59375,0.035,unsafe
2,12.941175999999999,67,0.78125,18.75,79,1561,17,-41.5,34.0,11.372549000000001,0.085,22.65625,0.385,unsafe
2,8.627450999999999,67,24.21875,20.3125,68,1650,17,-45.0,34.0,14.117647,0.33,0.0,0.405,unsafe
2,15.686275,67,16.40625,17.96875,64,1827,19,-52.0,34.0,2.3529412,0.04,0.0,0.405,unsafe
4,3.9215686,68,-9.375,99.21875,31,1231,13,-53.0,33.0,12.54902,0.935,0.0,0.415,unsafe
2,14.901960999999998,68,-2.34375,14.0625,81,1843,20,-42.0,34.0,18.823529,0.775,17.96875,0.42,unsafe
4,6.6666667,68,0.0,22.65625,75,1543,25,-39.0,34.0,9.411764699999999,0.07,7.8125,0.425,unsafe
2,9.8039216,69,6.25,97.65625,22,1647,25,-20.5,33.0,7.450980400000001,0.605,43.75,0.42,unsafe
2,3.9215686,69,28.125,99.21875,34,981,13,52.5,33.0,3.5294117999999997,0.295,22.65625,0.43,unsafe
2,12.941175999999999,69,11.71875,22.65625,75,1631,17,-31.0,34.0,2.745098,0.04,0.0,0.445,unsafe
4,2.745098,70,0.0,99.21875,27,1160,12,-39.0,33.0,4.7058824,0.075,7.8125,0.445,unsafe
2,3.9215686,70,0.0,-7.8125,68,985,10,-57.5,34.0,52.941176,0.66,-16.40625,0.47,unsafe
2,23.921569,70,11.71875,3.125,99,2221,24,-44.5,34.0,11.764706,0.055,0.0,0.465,unsafe
4,15.686275,71,3.90625,5.46875,99,1834,29,-49.0,34.0,55.686275,0.84,6.25,0.485,unsafe
2,31.764706,71,2.34375,0.78125,98,2472,38,-16.5,34.0,18.431373,0.735,0.0,0.49,unsafe
2,22.745098000000002,72,2.34375,22.65625,76,1978,41,-43.0,34.0,16.862745,0.715,0.0,0.49,unsafe
2,17.647059,73,0.0,92.1875,20,2052,42,-19.5,33.0,3.5294117999999997,0.085,22.65625,0.495,unsafe
2,3.9215686,73,0.0,94.53125,18,1845,38,-50.5,33.0,2.745098,0.04,0.0,0.5,unsafe
4,2.745098,74,0.0,99.21875,38,1200,25,47.0,33.0,10.196078,0.02,3.125,0.5,unsafe
2,17.647059,74,-3.90625,7.03125,95,1792,28,-50.0,34.0,29.411765000000003,0.83,9.375,0.505,unsafe
2,29.803921999999996,74,5.46875,0.78125,92,2461,39,-61.0,34.0,0.78431373,0.025,0.0,0.495,unsafe
4,25.882353,74,-5.46875,13.28125,76,2102,44,-35.5,33.0,6.6666667,0.135,0.0,0.505,unsafe
4,2.745098,75,0.0,91.40625,15,2079,43,-19.0,33.0,12.54902,0.89,3.125,0.0,unsafe
2,14.901960999999998,75,18.75,18.75,69,2151,44,-43.0,33.0,19.215685999999998,0.095,22.65625,0.0,unsafe
2,17.647059,76,19.53125,39.0625,49,2309,48,-22.5,33.0,2.745098,0.075,0.0,0.36,unsafe
4,2.745098,76,0.0,89.84375,15,2162,44,-17.5,33.0,2.3529412,0.005,0.0,0.0,unsafe
4,2.745098,76,0.0,94.53125,19,1813,37,-20.0,33.0,6.6666667,0.005,0.0,0.0,unsafe
2,4.7058824,76,-6.25,99.21875,31,1390,21,-53.5,34.0,25.882353,0.085,14.84375,0.0,unsafe
2,23.921569,77,24.21875,3.90625,99,2010,32,-48.5,34.0,48.627451,0.135,13.28125,0.0,unsafe
2,33.72549,77,1.5625,64.0625,22,1981,39,-51.5,33.0,29.411765000000003,0.65,-2.34375,0.0,unsafe
2,26.666666999999997,77,0.0,1.5625,79,2174,45,-39.0,34.0,2.3529412,0.13,0.0,0.0,unsafe
4,2.745098,78,0.0,99.21875,43,2110,44,-31.5,33.0,12.941175999999999,0.05,7.8125,0.0,unsafe
4,3.9215686,78,0.0,92.1875,16,2037,42,-20.0,33.0,14.117647,0.84,0.78125,0.0,unsafe
2,20.784314000000002,79,22.65625,19.53125,71,2100,43,-42.5,33.0,16.862745,0.135,5.46875,0.0,unsafe
2,15.686275,79,18.75,99.21875,43,2184,45,-56.0,33.0,0.78431373,0.01,0.0,0.0,unsafe
4,2.745098,79,0.0,95.3125,18,1789,37,-20.5,33.0,1.9607843,0.0,0.0,0.0,unsafe
4,3.9215686,79,6.25,99.21875,42,1149,20,-61.0,33.0,13.725489999999999,0.675,23.4375,0.0,unsafe
2,15.686275,80,24.21875,10.15625,95,1522,24,-54.0,34.0,26.666666999999997,0.49,31.25,0.04,unsafe
2,24.705882,80,33.59375,3.125,99,1994,32,-50.0,34.0,48.627451,0.165,18.75,0.07,unsafe
4,11.764706,80,0.0,21.875,76,1758,37,-49.5,33.0,16.470588,0.085,24.21875,0.09,unsafe
4,5.8823529,81,0.0,96.09375,18,1778,37,-20.5,33.0,5.8823529,0.005,0.0,0.0,unsafe
2,8.627450999999999,81,-6.25,71.09375,59,1713,36,-48.5,33.0,7.8431372999999995,0.1,33.59375,0.05,unsafe
2,15.686275,82,33.59375,16.40625,70,1824,38,-53.5,33.0,0.78431373,0.03,0.0,0.075,unsafe
4,1.9607843,82,0.0,97.65625,30,1745,36,-50.5,33.0,16.078431,0.04,15.625,0.065,unsafe
2,14.901960999999998,82,19.53125,36.71875,49,1861,39,-44.0,33.0,17.254901999999998,0.055,13.28125,0.07,unsafe
2,5.8823529,82,0.0,94.53125,17,1881,39,-20.0,33.0,1.5686275,0.0,0.0,0.0,unsafe
4,1.9607843,82,0.0,99.21875,24,1144,25,-49.5,33.0,4.7058824,0.075,21.875,0.03,unsafe
2,2.745098,81,32.8125,16.40625,78,1278,20,-53.5,33.0,24.313725,0.82,25.0,0.085,unsafe
2,20.0,81,12.5,6.25,95,1807,29,-52.0,34.0,30.196078000000004,0.805,12.5,0.125,unsafe
2,28.627451,81,21.09375,0.78125,94,2444,39,-58.5,33.0,1.9607843,0.045,0.0,0.135,unsafe
2,20.0,80,12.5,16.40625,67,2015,41,-62.0,33.0,12.156863000000001,0.37,0.0,0.14,unsafe
2,15.686275,79,9.375,25.0,41,2000,42,-56.0,33.0,0.78431373,0.025,0.0,0.07,unsafe
4,15.686275,78,-9.375,14.84375,82,2055,42,-44.5,33.0,14.509804,0.775,15.625,0.09,unsafe
2,9.8039216,78,16.40625,99.21875,35,2145,44,-55.0,33.0,1.1764706,0.02,0.0,0.105,unsafe
4,2.745098,77,0.0,93.75,18,1960,40,-20.0,33.0,2.3529412,0.0,0.0,0.0,unsafe
4,2.745098,77,0.0,96.09375,19,1769,36,-20.5,33.0,2.3529412,0.0,0.0,0.0,unsafe
4,2.745098,77,7.03125,99.21875,25,1345,27,47.5,33.0,3.5294117999999997,0.04,37.5,0.05,unsafe
2,2.745098,77,54.6875,99.21875,33,872,15,-50.0,33.0,2.745098,0.83,43.75,0.08,unsafe
2,2.745098,77,37.5,99.21875,37,833,2,-53.0,33.0,3.1372549,0.8,27.34375,0.095,unsafe
2,13.725489999999999,81,28.125,21.09375,56,1279,7,-49.0,34.0,5.8823529,0.73,35.15625,0.145,unsafe
2,2.745098,81,25.0,-7.03125,60,1472,8,-42.0,34.0,12.54902,0.08,10.15625,0.15,unsafe
4,2.745098,80,3.90625,28.125,57,2156,12,-41.0,34.0,3.5294117999999997,0.0,0.0,0.06,unsafe
4,7.8431372999999995,80,-7.03125,20.3125,70,1506,16,-45.0,34.0,5.0980392,0.005,23.4375,0.065,unsafe
2,4.7058824,79,19.53125,22.65625,79,1661,18,-52.0,34.0,26.27451,0.71,35.15625,0.145,unsafe
2,28.627451,80,11.71875,0.0,90,2639,29,-55.0,34.0,19.607843,0.86,0.0,0.16,unsafe
2,24.705882,80,20.3125,2.34375,95,2157,34,-47.5,34.0,30.980392,0.725,12.5,0.18,unsafe
2,32.941176,80,12.5,48.4375,20,2127,41,-51.5,34.0,26.666666999999997,0.05,14.84375,0.175,unsafe
2,21.960784,81,14.84375,21.09375,73,2097,44,-49.5,34.0,0.78431373,0.005,0.0,0.18,unsafe
4,1.9607843,81,0.0,96.09375,16,1710,35,-21.0,34.0,4.7058824,0.0,0.0,0.005,unsafe
2,3.9215686,81,16.40625,99.21875,35,1922,20,-45.0,34.0,24.313725,0.045,16.40625,0.1,unsafe
2,29.803921999999996,82,13.28125,0.0,94,2781,30,-43.0,34.0,9.019607800000001,0.055,0.0,0.125,unsafe
4,25.882353,82,5.46875,1.5625,94,2212,36,-47.0,34.0,29.411765000000003,0.755,19.53125,0.15,unsafe
2,32.941176,82,24.21875,-1.5625,36,2484,42,-48.0,34.0,30.196078000000004,0.635,-6.25,0.16,unsafe
2,27.843137,82,1.5625,13.28125,77,2239,47,-41.5,34.0,0.78431373,0.06,0.0,0.175,unsafe
4,2.745098,83,0.0,92.96875,16,1888,38,-20.0,34.0,0.78431373,0.0,0.0,0.0,unsafe
4,4.7058824,83,8.59375,99.21875,35,1098,20,62.0,34.0,17.647059,0.735,17.96875,0.1,unsafe
2,24.705882,83,20.3125,0.78125,95,2389,26,-47.0,35.0,28.235294,0.685,0.0,0.135,unsafe
4,6.6666667,83,-1.5625,3.90625,99,1971,31,-51.0,35.0,65.490196,0.71,10.15625,0.15,unsafe
2,31.764706,83,7.8125,0.78125,99,2485,39,-47.0,35.0,1.1764706,0.16,0.0,0.15,unsafe
4,24.705882,82,-3.90625,3.90625,91,1949,40,-48.5,34.0,18.823529,0.745,4.6875,0.16,unsafe
4,3.9215686,82,0.0,96.09375,17,1726,35,-21.0,34.0,4.7058824,0.005,0.0,0.02,unsafe
2,3.9215686,82,16.40625,99.21875,38,2010,20,-46.0,34.0,29.411765000000003,0.115,15.625,0.115,unsafe
2,30.980392,83,23.4375,0.0,95,2795,30,-64.0,34.0,9.8039216,0.725,0.0,0.135,unsafe
2,26.666666999999997,82,19.53125,3.125,99,2071,32,-50.0,35.0,55.294118000000005,0.745,18.75,0.15,unsafe
2,31.764706,82,18.75,0.78125,98,2464,39,-47.5,35.0,1.5686275,0.21,0.0,0.145,unsafe
4,24.705882,82,1.5625,3.90625,99,1973,40,-52.0,35.0,63.137255,0.225,18.75,0.16,unsafe
2,28.627451,82,-1.5625,1.5625,82,2134,44,-44.5,35.0,19.215685999999998,0.62,3.125,0.155,unsafe
2,27.843137,83,4.6875,3.125,84,2264,47,-43.5,35.0,20.0,0.145,11.71875,0.155,unsafe
2,21.960784,83,2.34375,8.59375,63,2373,49,-54.0,34.0,0.78431373,0.03,0.0,0.15,unsafe
4,1.9607843,83,0.0,90.625,15,2048,42,-20.0,34.0,1.5686275,0.0,0.0,0.0,unsafe
4,4.7058824,83,7.8125,99.21875,26,1680,25,-59.5,34.0,16.862745,0.805,25.0,0.095,unsafe
2,21.960784,83,28.125,4.6875,99,1935,31,-51.0,35.0,60.392157,0.735,21.09375,0.14,unsafe
2,32.941176,83,21.09375,0.0,57,2397,39,-58.0,34.0,20.0,0.405,-3.125,0.155,unsafe
2,21.960784,83,21.875,18.75,59,2076,43,-17.5,34.0,17.254901999999998,0.895,10.9375,0.175,unsafe
2,18.823529,83,22.65625,23.4375,50,2211,46,-27.5,34.0,8.627450999999999,0.235,-7.03125,0.18,unsafe
2,2.745098,83,32.03125,89.84375,16,2183,45,-17.0,34.0,1.9607843,0.015,0.0,0.19,unsafe
4,2.745098,83,0.0,92.1875,17,2075,43,-19.0,34.0,2.3529412,0.005,0.0,0.0,unsafe
4,2.745098,83,0.0,93.75,19,1978,41,-20.0,34.0,2.745098,0.005,0.0,0.0,unsafe
4,2.745098,82,0.0,95.3125,19,1865,38,-20.0,35.0,2.745098,0.005,0.0,0.0,unsafe
4,2.745098,82,0.0,97.65625,19,1709,35,-20.5,35.0,2.3529412,0.005,0.0,0.0,unsafe
4,2.745098,81,0.0,99.21875,26,1249,33,63.5,35.0,4.313725499999999,0.305,0.0,0.05,unsafe
4,2.745098,81,0.0,92.96875,18,2034,32,-41.0,35.0,8.627450999999999,0.035,8.59375,0.035,unsafe
2,8.627450999999999,81,43.75,91.40625,26,2147,33,-35.5,35.0,13.725489999999999,0.8,39.0625,0.1,unsafe
2,17.647059,81,16.40625,10.15625,69,2359,37,-40.0,35.0,16.862745,0.795,26.5625,0.125,unsafe
2,15.686275,80,0.0,92.1875,22,1960,40,-39.5,35.0,13.725489999999999,0.055,14.0625,0.135,unsafe
2,13.725489999999999,80,0.0,92.1875,18,2032,42,-20.0,35.0,1.5686275,0.0,0.0,0.09,unsafe
4,2.745098,80,0.0,96.875,18,1706,34,-21.0,35.0,3.9215686,0.0,0.0,0.0,unsafe
2,2.745098,81,15.625,99.21875,33,975,22,-64.0,35.0,3.9215686,0.58,27.34375,0.065,unsafe
2,2.745098,81,20.3125,99.21875,39,893,9,-60.5,35.0,3.1372549,0.71,9.375,0.095,unsafe
2,2.745098,81,10.15625,15.625,62,1619,4,-42.0,35.0,12.156863000000001,0.79,12.5,0.12,unsafe
4,3.9215686,81,0.0,99.21875,33,1412,10,-41.0,35.0,11.764706,0.805,-9.375,0.115,unsafe
2,13.725489999999999,81,6.25,7.03125,95,1890,20,-50.0,36.0,30.980392,0.535,10.9375,0.115,unsafe
4,15.686275,81,0.0,82.03125,59,1905,30,-51.0,35.0,30.196078000000004,0.75,12.5,0.12,unsafe
2,30.980392,81,28.125,0.0,72,2589,41,-16.0,35.0,30.980392,0.7,6.25,0.12,unsafe
2,25.882353,81,27.34375,21.875,45,2261,47,-16.0,35.0,6.2745098,0.69,20.3125,0.135,unsafe
2,5.8823529,81,13.28125,75.78125,26,2318,48,-16.0,35.0,6.6666667,0.705,10.15625,0.14,unsafe
2,6.6666667,81,19.53125,75.0,17,2298,47,-16.0,35.0,2.3529412,0.005,0.0,0.025,unsafe
4,2.745098,81,0.0,90.625,22,2158,45,-17.0,35.0,11.372549000000001,0.565,21.875,0.065,unsafe
2,14.901960999999998,80,24.21875,21.09375,53,2289,47,-28.0,35.0,10.980392,0.49,-7.03125,0.12,unsafe
2,11.764706,80,13.28125,78.90625,34,2328,50,-16.0,35.0,1.9607843,0.0,0.0,0.07,unsafe
4,11.764706,80,3.125,68.75,44,2314,49,-47.5,35.0,1.9607843,0.0,0.0,0.025,unsafe
4,2.745098,80,0.0,84.375,16,2214,46,-16.5,35.0,2.3529412,0.0,0.0,0.0,unsafe
4,2.745098,80,0.0,93.75,19,1956,40,-20.0,35.0,2.745098,0.0,0.0,0.0,unsafe
4,2.745098,79,0.0,96.09375,19,1764,36,-20.5,35.0,2.745098,0.0,0.0,0.0,unsafe
4,4.7058824,79,10.15625,99.21875,40,1063,15,-64.0,36.0,4.313725499999999,0.585,23.4375,0.08,unsafe
2,3.9215686,79,15.625,99.21875,40,892,4,-50.5,36.0,3.5294117999999997,0.795,3.90625,0.105,unsafe
2,3.9215686,79,17.96875,95.3125,46,928,4,-45.5,36.0,10.196078,0.78,5.46875,0.115,unsafe
2,12.941175999999999,79,17.1875,14.0625,70,2435,13,-34.0,36.0,1.1764706,0.01,0.0,0.13,unsafe
4,11.764706,80,0.0,16.40625,60,1519,16,-61.0,35.0,3.9215686,0.56,27.34375,0.135,unsafe
2,2.745098,80,18.75,99.21875,33,856,11,-45.0,35.0,2.3529412,0.51,9.375,0.14,unsafe
2,2.745098,80,11.71875,99.21875,36,830,3,-48.0,35.0,2.745098,0.17,13.28125,0.145,unsafe
